schema_version	route_evidence_id	contract_id	member_contract_id	outcome_id	route_id	evidence_kind	exact_obligation_ids	activation_rule	source_anchor	authority_status	route_evidence_sha256
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CLEAR::SEQ-TRUNCATE-01::COMMON-NON-OD1::ALL_VALUES_DESTROYED::PROTOCOL-EXACT-FOCUS	DENSE-CLEAR::SEQ-TRUNCATE-01::COMMON-NON-OD1::ALL_VALUES_DESTROYED	DENSE-CLEAR	DENSE-CLEAR.SEQ-TRUNCATE-01.OUT.ALL_VALUES_DESTROYED	PROTOCOL-EXACT-FOCUS	EXACT_FOCUS_TRACE_SELECTION	FOCUS-OPEN-SEALED-OWNER,FOCUS-DISPOSE-EXACT-LIVE-SET,FOCUS-CONSUME-OR-RESEAL	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CLEAR::SEQ-TRUNCATE-01::COMMON-NON-OD1::ALL_VALUES_DESTROYED::pre_state+commitment_point+post_state+pre_abort_invariant	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	66d86af21ef5767e58239ef4433d350388636dbe4734f861f10e88d63363e34e
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_OVERFLOW_TRAP::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_OVERFLOW_TRAP	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.CAPACITY_OVERFLOW_TRAP	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_SELECTS_FIRST_FAILING_NAMED_OBLIGATION	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_OVERFLOW_TRAP::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	17208df58dbffb0872bb702e8ab74d25c783b5ab997ad12ea1a123d45d80c52c
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::OOM_ABORT::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::OOM_ABORT	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.OOM_ABORT	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::OOM_ABORT::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	d2fe45122fd16edef23e0f82f8516246d4c988ecea08bd2925a1d0df4fa27c91
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.SUCCESS	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	203a134df195f2c70a634e6a1f2e49d0d9b46aa2303561d73f5aef522c3212b0
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.CAPACITY_OVERFLOW_TRAP	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_SELECTS_FIRST_FAILING_NAMED_OBLIGATION	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	7c2c4131189053cf0eb6ec71b6a80147fbbdce6a4e0b4b552cba02296feab642
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::OOM_ABORT::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.OOM_ABORT	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::OOM_ABORT::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	00d2540a0247331eb22f10b1ea96203004399f7790cc2c4c81c5d5362010a4c0
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::SUCCESS::FAIL-CHECKED-ARITH	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::SUCCESS	DENSE-COLLECT	DENSE-COLLECT.TRAIT-COLLECT-01.OUT.SUCCESS	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-NEXT-LIVE-LEN,CHECK-GROWTH-CAPACITY,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::SUCCESS::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	928b1b48ac421d343af83a23c695dab05260ca1c37a3c4f6aa5313d9878d460b
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP::FAIL-CHECKED-ARITH	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	DENSE-CONCAT	DENSE-CONCAT.VIEW-CONCAT-01.OUT.CAPACITY_OVERFLOW_TRAP	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-OUTPUT-LENGTH-SUM,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_SELECTS_FIRST_FAILING_NAMED_OBLIGATION	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	2f09078a48ad0cf9330015a9a7f9dd4dd6ab815d7ba1896dace9b9a17103e67a
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::OOM_ABORT::FAIL-CHECKED-ARITH	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::OOM_ABORT	DENSE-CONCAT	DENSE-CONCAT.VIEW-CONCAT-01.OUT.OOM_ABORT	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-OUTPUT-LENGTH-SUM,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::OOM_ABORT::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	3fa0e4eb4d6ed931325bb492c311dfa8575e1304ebe02e8fc4dfd1ff54865361
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS::FAIL-CHECKED-ARITH	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS	DENSE-CONCAT	DENSE-CONCAT.VIEW-CONCAT-01.OUT.SUCCESS	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-OUTPUT-LENGTH-SUM,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	fb9be8fe98d6a4eec28d4ded26c7c517efa3e6ddf4c4e58ccfc26ab3cb86b736
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP::FAIL-CHECKED-ARITH	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	DENSE-CONVERT	DENSE-CONVERT.TRAIT-CONVERT-01.OUT.CAPACITY_OVERFLOW_TRAP	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-DIRECTION-OUTPUT-LENGTH,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_SELECTS_FIRST_FAILING_NAMED_OBLIGATION	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	ef280ccd5a9d3764f6d6b093a38167784bc740ee160f9e93f5a69225440fc080
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::OOM_ABORT::FAIL-CHECKED-ARITH	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::OOM_ABORT	DENSE-CONVERT	DENSE-CONVERT.TRAIT-CONVERT-01.OUT.OOM_ABORT	FAIL-CHECKED-ARITH	EXACT_CHECKED_ARITH_OBLIGATION	CHECK-DIRECTION-OUTPUT-LENGTH,CHECK-CARRIER-BYTE-EXTENT,CHECK-CARRIER-LAYOUT	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::OOM_ABORT::trigger+capability_ids+commitment_point	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	f25c7743711622e5d2e346cb4c7d479037d1f758100dea1290fdf48fbb79154b
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::BEHAVIOR_ABORT::PROTOCOL-EXACT-FOCUS	DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::BEHAVIOR_ABORT	DENSE-DROP	DENSE-DROP.TRAIT-DROP-01.OUT.BEHAVIOR_ABORT	PROTOCOL-EXACT-FOCUS	EXACT_FOCUS_TRACE_SELECTION	FOCUS-OPEN-SEALED-OWNER,FOCUS-DISPOSE-EXACT-LIVE-SET,FOCUS-PRE-ABORT-SAFE	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::BEHAVIOR_ABORT::pre_state+commitment_point+post_state+pre_abort_invariant	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	86a5fc2e082b421e8af5bff8ab62c2ea7de90a08fc8e16b91ec1c2bc34b18857
dense-exact-route-evidence-authority-v1	ROUTE-EVIDENCE::DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::OWNER_DESTROYED::PROTOCOL-EXACT-FOCUS	DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::OWNER_DESTROYED	DENSE-DROP	DENSE-DROP.TRAIT-DROP-01.OUT.OWNER_DESTROYED	PROTOCOL-EXACT-FOCUS	EXACT_FOCUS_TRACE_SELECTION	FOCUS-OPEN-SEALED-OWNER,FOCUS-DISPOSE-EXACT-LIVE-SET,FOCUS-CONSUME-OR-RESEAL	EXACT_OUTCOME_REQUIRES_ALL_NAMED_OBLIGATIONS_IN_DECLARED_ORDER	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-DROP::TRAIT-DROP-01::COMMON-NON-OD1::OWNER_DESTROYED::pre_state+commitment_point+post_state+pre_abort_invariant	FROZEN_RESEARCH_AUTHORITY_PENDING_OWNER_REVIEW	127cd709dc2c92e820bc42412e36c4201a041872d90da7100b372d42ecc52394
