schema_version	candidate_id	policy_variant_id	contract_id	binding_kind	lifecycle_class	operation_id	owner_result_source	common_substrate_policy_options	candidate_specific_semantics_allowed	zst_policy_options	construction_authorized
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RESERVE-FIRST	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RESERVE-FIRST	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RESERVE-FIRST	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::OOM_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::OOM_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RESERVE-FIRST	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RECOVERABLE-MUTATORS	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RECOVERABLE-MUTATORS	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_OVERFLOW_TRAP	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_OVERFLOW_TRAP	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RECOVERABLE-MUTATORS	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::OOM_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::OOM_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	OD-1-RECOVERABLE-MUTATORS	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-COLLECT-01-DENSE-COLLECT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CMP-01-DENSE-COMPARE	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::BEHAVIOR_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CMP-01-DENSE-COMPARE	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::BEHAVIOR_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-VIEW-CONCAT-01-DENSE-CONCAT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-VIEW-CONCAT-01-DENSE-CONCAT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::OOM_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-VIEW-CONCAT-01-DENSE-CONCAT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::OOM_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::BEHAVIOR_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-VIEW-CONCAT-01-DENSE-CONCAT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONCAT::VIEW-CONCAT-01::COMMON-NON-OD1::BEHAVIOR_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CONVERT-01-DENSE-CONVERT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CONVERT-01-DENSE-CONVERT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::OOM_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CONVERT-01-DENSE-CONVERT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::OOM_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::BEHAVIOR_ABORT	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CONVERT-01-DENSE-CONVERT	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::BEHAVIOR_ABORT	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	COMMON-NON-OD1	DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS	PROVE_EXACT_OUTCOME	LEXICAL_OPEN_EXITS_REJECTED	OP-ATOMIC_TRANSITIONS-ADAPTER-VIEW-COPY-01-DENSE-COPY-FROM	DENSE-EXACT-MEMBER-OUTCOME-REGISTRY.tsv::DENSE-COPY-FROM::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS	OD-0-COMMON-EXPERIMENTAL-SUBSTRATE,OD-0-SEPARATE-PREREQUISITE-LOCKS	NO	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
