subject_kind	subject_identity	parent_evidence_identity	cluster_id	evidence_kind	target_id	target_ordinal	terminal_disposition	member_contract_ids	required_predecessor_family_ids	required_predecessor_gate_stage_ids	blocked_claims	target_authority	member_authority
DIRECT_EVIDENCE	bf49cfcd6b6185ada3c4e3af68f53d2b651e2d1b967c77b6684f89b59096c0b5	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:947f6c1ef9db19bd87b20d24679357e55a71787c4101bdfb5afea08230a69067	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:947f6c1ef9db19bd87b20d24679357e55a71787c4101bdfb5afea08230a69067
DIRECT_EVIDENCE	a52af19bac59fbb7c07ea1bb9ec89517785c3a2e84fbe1297d5faf0f0bf71624	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:1dd57a277bb03b0c6487272f9226502a7365d3a33ceb70a077272b24a554fbea	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:1dd57a277bb03b0c6487272f9226502a7365d3a33ceb70a077272b24a554fbea
DIRECT_EVIDENCE	3e647120ccc4961e3ab06253ed287612a98c0eda1452c631c03cd1b5cd4b3663	NONE	VIEW-END-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:870a2d4e36d7d28f308503e89c30e2547edf9007a5f1125b88102d3d8ae450e3	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:870a2d4e36d7d28f308503e89c30e2547edf9007a5f1125b88102d3d8ae450e3
DIRECT_EVIDENCE	d4e93e620c08966975685718651796dd0c8cd793b2685c12549fb50ef8fbc384	NONE	VIEW-ARRAY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-AS-FIXED	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:2e1de8604415eb6b9a763bfe65d501b7ced5cfe2d51133c844b0062432e70012	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:2e1de8604415eb6b9a763bfe65d501b7ced5cfe2d51133c844b0062432e70012
DIRECT_EVIDENCE	c7ed3a505642e5b0bb03161f6ce76a84dba7883e16cdee1ce32b42cefb233e9b	NONE	VIEW-ARRAY-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-AS-FIXED	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:e142375b25d6657c358407802e0bf5ddb824ef4327b9b98c57b4ec435409ddda	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:e142375b25d6657c358407802e0bf5ddb824ef4327b9b98c57b4ec435409ddda
DIRECT_EVIDENCE	db0e3c7b8f77e95298a9958505165b59c185a72c0b6aeedbc027b05243d5b139	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:ae6576f877943df1c2eeb34430d91576ce19014afccfac239b54605a7a25a198	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:ae6576f877943df1c2eeb34430d91576ce19014afccfac239b54605a7a25a198
DIRECT_EVIDENCE	cc3b85391dacd5eb4ae150e9ad41fcf2c3ccc04066e3b5b7a0dbcdd2b561690e	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:a78bc96938cecb72f03f1a99fbd04ff6c7f8059c43e261039ae8b365dd0b0cc4	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:a78bc96938cecb72f03f1a99fbd04ff6c7f8059c43e261039ae8b365dd0b0cc4
DIRECT_EVIDENCE	125dd9a3eb11b9798963e3def874e9ac6eee9af68b5394c7c2b3dafc69d32517	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:8cd441a9fa45e8d03165f0673286ebc958056f25ec5a8e9c001c4c6e03b1ab04	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:8cd441a9fa45e8d03165f0673286ebc958056f25ec5a8e9c001c4c6e03b1ab04
DIRECT_EVIDENCE	eb00c73521d89f25431e8586480e097ba922b77132f5b2fb966de53f4577eeda	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:d01bd03ac7d21a0401ad514526f437893073eb67be211630c821d0d544eb0908	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:d01bd03ac7d21a0401ad514526f437893073eb67be211630c821d0d544eb0908
DIRECT_EVIDENCE	fe85d2ba4ab257f14ba79482ccda2593f4f2ab832a3549c385cbf54a0cdea855	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:2d530c8cc77639f68a4211c88a7c3d5a9c759b7b636e328e6fdb0094c7f5eeea	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:2d530c8cc77639f68a4211c88a7c3d5a9c759b7b636e328e6fdb0094c7f5eeea
DIRECT_EVIDENCE	8bff0838a05ee7ee16410507e4ee927302907bbe785b53f2662e3afbda639432	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:4fd632486f50b27a6075e8054b4cd46f3569ee4b0cdcc5fe158f3c1c1e2dbd5c	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:4fd632486f50b27a6075e8054b4cd46f3569ee4b0cdcc5fe158f3c1c1e2dbd5c
DIRECT_EVIDENCE	04eefd40a06dae9da9c622f2ee503c44f5809354f02f7a0c710bbdd795afd414	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:04c72f4aa070be36dae2a5836684172e8f999cadd2dfbacb3acbd663f848fa42	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:04c72f4aa070be36dae2a5836684172e8f999cadd2dfbacb3acbd663f848fa42
DIRECT_EVIDENCE	a3d5a7918df96bcee74ae391b4533c10e3e6002354885a7d945ae477955798d3	NONE	VIEW-END-CHUNK-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-CHUNK	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:516498765b4e06a7c411b9c01420cf0c6d004b2494f1270f5644db108a640480	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:516498765b4e06a7c411b9c01420cf0c6d004b2494f1270f5644db108a640480
DIRECT_EVIDENCE	09a77e642450f3cf6d76bfd2bbcd93d22edd6255f09a87bfe91ee3ddc4774ff1	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:808cd57a6e28ce30d43f2ca7dbc4d927b1ec1f9841b2cede70dec2d19b7e6c15	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:808cd57a6e28ce30d43f2ca7dbc4d927b1ec1f9841b2cede70dec2d19b7e6c15
DIRECT_EVIDENCE	d563292b2a65f6d9144978dc7c329af7cb5d4bfc2a91a074f5245796eb5a25ff	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:e77ea714d08c175081d3a7cceb42affa1d3819c5e25882157b6b07e67617a32a	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:e77ea714d08c175081d3a7cceb42affa1d3819c5e25882157b6b07e67617a32a
DIRECT_EVIDENCE	022a8354ec06e0cb246f15a210f438ae9ebdb295850855fbdd8846c9cdd0f015	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:d228afa479d732979583df06b15da7dd88099523bf8578d17ee76f6e6a08ef74	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:d228afa479d732979583df06b15da7dd88099523bf8578d17ee76f6e6a08ef74
DIRECT_EVIDENCE	ce31a00c350732448c495d7ac7da97de679b36ce3a8556e4e5729be4a4f68282	NONE	VIEW-END-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-END-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:aa07bfef2245a2bcc771f178431ce369638f49049f0603d8e7a6b7206fd55d2d	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:aa07bfef2245a2bcc771f178431ce369638f49049f0603d8e7a6b7206fd55d2d
DIRECT_EVIDENCE	2da57aa624e3dfd03287b70622095f17891ced4765888405da735192e39336c1	NONE	VIEW-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-TRAP	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:8de5af300a9c5dbab7290eb5e6c30f65b835e66e15ef7ebdf1937cb6fdda9317	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:8de5af300a9c5dbab7290eb5e6c30f65b835e66e15ef7ebdf1937cb6fdda9317
DIRECT_EVIDENCE	89e4e5c71775fe41a891568ff04044fba2fac35f1e0e5ccc992fdbe6d591c985	NONE	VIEW-SPLIT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-TRAP	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:e6d1631f14c42b4ef61b2e98b74d336074170922ef44907b0013d4c608e38424	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:e6d1631f14c42b4ef61b2e98b74d336074170922ef44907b0013d4c608e38424
DIRECT_EVIDENCE	e396a408c09c9d56337860c4d006ae7b8ab84d93f54a76d90308d8d0996c6fb0	NONE	VIEW-SPLIT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-CHECKED	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:a4c74fbd377cdab753437dde0ad7c80794b8c4035c297c936329828e4fad6782	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:a4c74fbd377cdab753437dde0ad7c80794b8c4035c297c936329828e4fad6782
DIRECT_EVIDENCE	18a7cd3bc087342bcb16e0f2fa792cec3f67bb672853a8d9982d7893a60b5587	NONE	VIEW-SPLIT-02	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-SPLIT-CHECKED	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:e69d6e410f8f96dc5b9f6ceb274697ab00156f94cb5eb13c2c62459c5bcc072f	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:e69d6e410f8f96dc5b9f6ceb274697ab00156f94cb5eb13c2c62459c5bcc072f
DIRECT_EVIDENCE	ffe252c27891bd5a907e5bdf606b827b1771eeffc924f0ae923029d653e35f03	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:1d3dd305649b480c4ba2e6be196c8c0977979c392164ad8da35aa3fb3642f2c9	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:1d3dd305649b480c4ba2e6be196c8c0977979c392164ad8da35aa3fb3642f2c9
DIRECT_EVIDENCE	a1438edc30feacef480be66d26c3096ad3df20890b7eac62eb5f59e01d970d1a	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:ca9730fd8f393abe0ccf3bd0dbbcfa9bc5ef28d80f06864004348bb1f1fa47af	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:ca9730fd8f393abe0ccf3bd0dbbcfa9bc5ef28d80f06864004348bb1f1fa47af
DIRECT_EVIDENCE	2e0952d7cfcacd4961e0fd04e0e871268c5ac0b0e58534aa6b6047646fe73bb0	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:bbffc543ae0616a53c9b4687736509d37c35e09a1f41b6344c5ecb28df265f71	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:bbffc543ae0616a53c9b4687736509d37c35e09a1f41b6344c5ecb28df265f71
DIRECT_EVIDENCE	bc4450256d22bf6f52b633a4f4b95879b7f43eafa66ab3849d179fc76c0ccc63	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:740c666d92ec84148bc9a3b1a3eafa148242161b7922414947aaed1a09417015	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:740c666d92ec84148bc9a3b1a3eafa148242161b7922414947aaed1a09417015
DIRECT_EVIDENCE	4420d500224fa5dfaa9065cd140eaa93209c74f55ea22dea7a25fc5e67525dc1	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:6f0f96776a38de1c0a6a8fbec786d117720310b5029c0c377580fa5a8f9e355a	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:6f0f96776a38de1c0a6a8fbec786d117720310b5029c0c377580fa5a8f9e355a
DIRECT_EVIDENCE	dde8443954b4ba983bb989e2229395a5f35b7acd147a52a05753bd319a8f61b1	NONE	VIEW-CONSUME-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-CONSUME-SPLIT	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:d1e4a25a7c45c8600f913397bc5e1aa38fde6647732faa19c7a4bd78ac37d958	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:d1e4a25a7c45c8600f913397bc5e1aa38fde6647732faa19c7a4bd78ac37d958
DIRECT_EVIDENCE	ad662250cf2f7ab20e73be2eb6c6a309442289edbbc00012c67cf4262e80add3	NONE	VIEW-DISJOINT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-DISJOINT-UNIQ	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:6520add43fbc787452c172d65fa136f77e548bac18637638f95a4b90c96aa6e8	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:6520add43fbc787452c172d65fa136f77e548bac18637638f95a4b90c96aa6e8
DIRECT_EVIDENCE	6b6c49fb18cccce2c2d33273bc678a8af2001d3399945b52678d15b355493997	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:f2b6fad9e08bf9cdcf874d387d61f69a45b445babc86295a31e801099c6f43e9	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:f2b6fad9e08bf9cdcf874d387d61f69a45b445babc86295a31e801099c6f43e9
DIRECT_EVIDENCE	6de9d74127aaaf84a511486f897dc083274db83e0afc34fd0833250f1d741939	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:2f9b0206e60e2f7efe7506ae3e8e5bff16c4cb5e7e9126c8acebcacb271571e0	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:2f9b0206e60e2f7efe7506ae3e8e5bff16c4cb5e7e9126c8acebcacb271571e0
DIRECT_EVIDENCE	c8bf55f7fc66e3f6b77d8cfe9102c282cdf040ff71235a36a1483e5f2c1201c9	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:b784269ce1f4407878acc12f9a9ffe909c38ad183b58bec1a310d1a34868003e	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:b784269ce1f4407878acc12f9a9ffe909c38ad183b58bec1a310d1a34868003e
DIRECT_EVIDENCE	e1ac29708f11a6d18c5046e147b891411b72124d833f9e8e7007f9eef975b86e	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:415b3eb7f8da69be06d85af8e2d7ac04afdb496b23aa3676a38b150fdc096f83	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:415b3eb7f8da69be06d85af8e2d7ac04afdb496b23aa3676a38b150fdc096f83
DIRECT_EVIDENCE	dce7d77a8be1d7abb6b3cbf79e53c34dc9c2705b3f88d5b5b50af85f335ba5a1	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:9959c432bf6a3894707ca35167de55593c1ef0b85af69fc6418b75656d411eea	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:9959c432bf6a3894707ca35167de55593c1ef0b85af69fc6418b75656d411eea
DIRECT_EVIDENCE	6209912878866cfd0789f5c5e2b43e5652c3dba07a8c944df06ebf24a873a8d8	NONE	VIEW-ARRAY-CHUNKS-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-VIEW-ARRAY-CHUNKS	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:dcd38450ddf9141c3a386c1b269b25c0338a6b342a0af9ca0aa8b4b72fb1d428	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:dcd38450ddf9141c3a386c1b269b25c0338a6b342a0af9ca0aa8b4b72fb1d428
DIRECT_EVIDENCE	d3a5982fe07d7d052504fc74bf3ab1a21b3f711319d10b692c350ab6bc159e97	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:82010c5df69c07a815dd5faba8dcd1d10f227db00974bb46762b7eb595d4e75a	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:82010c5df69c07a815dd5faba8dcd1d10f227db00974bb46762b7eb595d4e75a
DIRECT_EVIDENCE	8ef1294b18b3600d644cf9df37df8971c2d4b2e757c7c9995a4d93681024460f	NONE	VIEW-SORT-01	STABLE_SAFE_SURFACE	F-DENSE	1	REFINED_IN_LOCK	DENSE-SORT-STABLE	NONE	NONE	NONE	EXACT_CLOSED_DIRECT_TARGET_ASSIGNMENT:c07bd9604e316a8537ce54782e06ed8e621fa2e39e6a279dea61b2c0c03a8729	EXACT_CLOSED_DIRECT_MEMBER_ASSIGNMENT:c07bd9604e316a8537ce54782e06ed8e621fa2e39e6a279dea61b2c0c03a8729
