parent_evidence_identity	cluster_id	selector_kind	parent_value_sha256	child_ordinal	child_identity	child_kind	child_value	child_value_sha256	anchored_evidence_identity_ids	applicable_target_ids	f_dense_member_contract_ids	target_authority	member_authority	expansion_grammar
64ae3656afc59212c5b31dfebd04196ac65c0a8d57b0c10c8445e66355853ba2	ARR-EACH-01	CLUSTER_SOURCE_REFS_SELECTOR	838b03d2284dbf63efd0d30619484a8369105cd2696c568f5fcde72c2dbd6c5a	2	b8d1d727198de3c6ef9a0fabb0f24b62185ec8bafa1704facb7346897510fbec	SELECTOR_CLAUSE	src/core/array/mod.rs.html#688	a8ed23b89e9514658ee6c982b969f6a004b9ee0f61a1ba1c0648b74d034b6278	NONE	F-DENSE	DENSE-FIXED-EACH	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:a4b4ed80362277c59ef26be909ae67145bb3051eb36824583c2cf35db78bcc3e	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:a4b4ed80362277c59ef26be909ae67145bb3051eb36824583c2cf35db78bcc3e	DENSE-SELECTOR-EXPANSION-v4-CLOSED
d61c15420ffad6f8563b5487149ae8182deea3f5aa4d32783b99ec7998fe3678	ARR-MAP-01	CLUSTER_RUST_SURFACES_SELECTOR	9d49ea82608e8a2c8cd90399a5b3033a7d9248cb8d7e3e92d9f9bf8e587e71d7	1	3e50911f3191ea79a54d7a88e1b016e17431f207a13f9bc03150a4c2a25ba798	SELECTOR_CLAUSE	array::map	9d49ea82608e8a2c8cd90399a5b3033a7d9248cb8d7e3e92d9f9bf8e587e71d7	dcbe02b3d7069adae0c3a871710e2f115c52b4cfe3060aafab85cf7a1414367d	F-DENSE	DENSE-FIXED-MAP	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:41b193732ded12e5c76eb98e71a8d7b6ddf74dc9b8956362ab909d8826da4ef9	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:41b193732ded12e5c76eb98e71a8d7b6ddf74dc9b8956362ab909d8826da4ef9	DENSE-SELECTOR-EXPANSION-v4-CLOSED
06f2f3cd586ac621216b2dc29d867ae162a6e426988aa74ed3207304bcec3bb1	ARR-MAP-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	ea13172eff8d6d5b6fa88b539abd27b7e1d9a28d31c97ac75229f2c5ade213a6	1	401b0506c476ab2154c4c04d838d823b0fc7c1095523a4a9dc969172c0295c51	SELECTOR_CLAUSE	Implementation uses guarded partial initialization and cleanup	ea13172eff8d6d5b6fa88b539abd27b7e1d9a28d31c97ac75229f2c5ade213a6	NONE	F-DENSE	DENSE-FIXED-MAP	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:46f0ba66afc762d1a264a441dcf79bfaf0d09c17bc9f896b1cf3aaa91a2daf2c	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:46f0ba66afc762d1a264a441dcf79bfaf0d09c17bc9f896b1cf3aaa91a2daf2c	DENSE-SELECTOR-EXPANSION-v4-CLOSED
94da058e10fcfe0ed0628b2fb16be2eb7d96e92d232ba5c5654be736cd6195de	ARR-MAP-01	CLUSTER_SOURCE_REFS_SELECTOR	3932aa7547a13989612263a180dea5e525c8752a28c27db368aa79255d22706f	1	5e6d38a2356a4670a99167661dc6a633b1e70d37faecddab78a2f62aa675b557	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::array member=map	eb56327ab604413eba18f7b6c028b6a256abac519b4c3893aa97846c26cca9eb	NONE	F-DENSE	DENSE-FIXED-MAP	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:462a6d46fd61d8beda5f89471e34cc53d177b98c65a18a753c6beacefa53f187	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:462a6d46fd61d8beda5f89471e34cc53d177b98c65a18a753c6beacefa53f187	DENSE-SELECTOR-EXPANSION-v4-CLOSED
94da058e10fcfe0ed0628b2fb16be2eb7d96e92d232ba5c5654be736cd6195de	ARR-MAP-01	CLUSTER_SOURCE_REFS_SELECTOR	3932aa7547a13989612263a180dea5e525c8752a28c27db368aa79255d22706f	2	bc97cd1aca17bfb31c9f8f4fdf60b26cbe9fc866206bfd8c8d1fa7ae63f88168	SELECTOR_CLAUSE	src/core/array/mod.rs.html#592	a472c08b60a65ca4af1935fa694bc466b092e85225ab8868fcd33207efd6d062	NONE	F-DENSE	DENSE-FIXED-MAP	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:a859f1a67312851f90c5137d56822a8b9d686248d8d6d3e2605c89f89c98f856	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:a859f1a67312851f90c5137d56822a8b9d686248d8d6d3e2605c89f89c98f856	DENSE-SELECTOR-EXPANSION-v4-CLOSED
479a67a2583f9d9480e3f74148771195582f64bba62c0386eef056d1fe303d21	VIEW-META-01	CLUSTER_RUST_SURFACES_SELECTOR	78fa978dd8d7025f4a4a3433af9f9ddf88ed28efd7e5af3f050aa832bd987865	1	388699175267c0301aca3a48d55b8839e634d3c98c67138e126ffd70546eda79	SELECTOR_CLAUSE	slice::len	a79ccbe7ddcfc09fb667e76bcf85deb5fe3371f32e85827a5c71bbeb6fa07487	91caa718b128ecedce452dff4c354f6cda4f6ec6a00d2a7db548893a2124381a	F-DENSE	DENSE-VIEW-META	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:978613461cf58b6b9de190b94d1b0b0e5bb522e40f3a999fe9d3c8b58f31164d	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:978613461cf58b6b9de190b94d1b0b0e5bb522e40f3a999fe9d3c8b58f31164d	DENSE-SELECTOR-EXPANSION-v4-CLOSED
479a67a2583f9d9480e3f74148771195582f64bba62c0386eef056d1fe303d21	VIEW-META-01	CLUSTER_RUST_SURFACES_SELECTOR	78fa978dd8d7025f4a4a3433af9f9ddf88ed28efd7e5af3f050aa832bd987865	2	e9793ebcab258188bffcc7eeef383cc1c9b97ffc35bf8408abb28d0ea7b1e539	SELECTOR_CLAUSE	slice::is_empty	b78939ffec4f0da3eb4f0a432b9aa8a7d1088ad06a92ac9c029d199ff6e82536	37853ed2957b38fc3804cb8c90a522b228e90da3df28f57ccd06a6dcc676ada9	F-DENSE	DENSE-VIEW-META	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:e9b462413cd9c992214207808e23b53cce8aaa530fb3ffb514b6c3e9db6f5aaf	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:e9b462413cd9c992214207808e23b53cce8aaa530fb3ffb514b6c3e9db6f5aaf	DENSE-SELECTOR-EXPANSION-v4-CLOSED
2b60502a28c8fe8619d5dc0861fb18318f44f08d685c22bf00958a25d4317fa4	VIEW-META-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	bd74e243c7357c1ad3af7384ed09c3068783b8cb909cec060a14db0e6f8774ba	1	96beb38e5a7f66cb81f9a32bb15a41c6239a01ae28c366cfd04696399918d76d	SELECTOR_CLAUSE	Metadata read only	bd74e243c7357c1ad3af7384ed09c3068783b8cb909cec060a14db0e6f8774ba	NONE	F-DENSE	DENSE-VIEW-META	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:6b0e23a525193d21654e774e106ea3b4fab6dccdaec5af4b0e4343fcd7d03044	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:6b0e23a525193d21654e774e106ea3b4fab6dccdaec5af4b0e4343fcd7d03044	DENSE-SELECTOR-EXPANSION-v4-CLOSED
8c5ab98bbf26abe3d8a0a526e0107b0caf482b28661cb0d20dcbf64485178580	VIEW-META-01	CLUSTER_SOURCE_REFS_SELECTOR	89b2bd7b2834ee84f0c04ec12c73b381ba2e635dfaaf27f1109008814c98eb0f	1	b2879dcf73ca91328c127ae322cd05696ca61685aceb96cee8c3f156d41f5517	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=len,is_empty	0761972c7d198c246ad292d49d17f5e4a180a81af4bef615b78fe5ac34c45eb6	NONE	F-DENSE	DENSE-VIEW-META	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:71e430e390bc2e97754faff101a5ed122cd5c9b105b2418c1789027e9b813ae0	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:71e430e390bc2e97754faff101a5ed122cd5c9b105b2418c1789027e9b813ae0	DENSE-SELECTOR-EXPANSION-v4-CLOSED
8c5ab98bbf26abe3d8a0a526e0107b0caf482b28661cb0d20dcbf64485178580	VIEW-META-01	CLUSTER_SOURCE_REFS_SELECTOR	89b2bd7b2834ee84f0c04ec12c73b381ba2e635dfaaf27f1109008814c98eb0f	2	bc62655875cb01be3dacd0ecd2b8531a5950915ec4acab5b83916aece33a1364	SELECTOR_CLAUSE	https://doc.rust-lang.org/1.97.0/std/primitive.slice.html	214df8906ebe82609a1a7d703798781e80408367cf836b3ac8619f80e77f2ba6	NONE	F-DENSE	DENSE-VIEW-META	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:d6b7f12b3b1bffa2b3a08f65e1079a5698bf198ad8286832f6a795d37db75343	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:d6b7f12b3b1bffa2b3a08f65e1079a5698bf198ad8286832f6a795d37db75343	DENSE-SELECTOR-EXPANSION-v4-CLOSED
cd32ef118dc3a3a1ddcc6975b0acf1934ba579a07b1752e99e90353098e05d06	VIEW-GET-01	CLUSTER_RUST_SURFACES_SELECTOR	a115bea715d39c649ddae2bb2e608051e6d0c0285c92ffca6432adc6a9c4cfa2	1	c7f9cd92d6d8133dff646c87e882ffddba80e1e6f1ab5e55b0d1690eeb9d694f	SELECTOR_CLAUSE	slice::get	a115bea715d39c649ddae2bb2e608051e6d0c0285c92ffca6432adc6a9c4cfa2	d7547cb78d5acc53cce5f15049ab0477e571ad60c900fdd591e92347eb154c7d	F-DENSE	DENSE-VIEW-GET-SHARED	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:861f2f97ba367f431d95aa6f0eb830803ab8ca254f988656a9a597746d351232	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:861f2f97ba367f431d95aa6f0eb830803ab8ca254f988656a9a597746d351232	DENSE-SELECTOR-EXPANSION-v4-CLOSED
5cbe8fbe36ef0001026ff9d25cdec3d4c000526a0f44cccc6e0dda29b3a23ad1	VIEW-GET-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	3b614114871a6cc10f7057e733c63c22ff3f919f252d02ac49ba7df32471b3d9	1	b936b3aeda83c035247867034fd4975befb3a62d47e6e83cfa3c8c2238db6790	SELECTOR_CLAUSE	Safe checked access	3b614114871a6cc10f7057e733c63c22ff3f919f252d02ac49ba7df32471b3d9	NONE	F-DENSE	DENSE-VIEW-GET-SHARED	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:f28e6b884d92930e249d3cbd668ee1ac1a56b7d9b8b0dde22d4ffe519be93124	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:f28e6b884d92930e249d3cbd668ee1ac1a56b7d9b8b0dde22d4ffe519be93124	DENSE-SELECTOR-EXPANSION-v4-CLOSED
86715010c60908a3af5a375b8d968bc2c1063ea3e6b963e77877dc788d92bea3	VIEW-GET-01	CLUSTER_SOURCE_REFS_SELECTOR	115e230736e5b995b37286a000b3c368bcbbbb65bc2d85c9a481eef128a17a8d	1	4f23e060978230d6fa99bf4cee140e9ca1c23057c94977feeddb7a058b2518f5	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice member=get	e58babcb47a3142de1f2b2cb9792421a0acae3d6f0aee26dc56c61c002238b0f	NONE	F-DENSE	DENSE-VIEW-GET-SHARED	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:82e34c4f6d29b5c75df2910707d8197568245188f09d14ffa44be067a3740aed	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:82e34c4f6d29b5c75df2910707d8197568245188f09d14ffa44be067a3740aed	DENSE-SELECTOR-EXPANSION-v4-CLOSED
86715010c60908a3af5a375b8d968bc2c1063ea3e6b963e77877dc788d92bea3	VIEW-GET-01	CLUSTER_SOURCE_REFS_SELECTOR	115e230736e5b995b37286a000b3c368bcbbbb65bc2d85c9a481eef128a17a8d	2	a4b840bda4c0f0621ece5db33cc67f4cc0fe4c81c7c4e9c66c48def855404d55	SELECTOR_CLAUSE	src/core/slice/mod.rs.html#572	63af20f6571ebeb724d1ffb0cd12e6cfd69336ed9b574ef359f968009a095c63	NONE	F-DENSE	DENSE-VIEW-GET-SHARED	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:d17c4cde16faeb3ffd77bb52f7d478d9ba8e4fac5d30bbe357a7a404bdab8ece	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:d17c4cde16faeb3ffd77bb52f7d478d9ba8e4fac5d30bbe357a7a404bdab8ece	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ab0d5953b5b4c0420043b2a6b1b0f375417235eb58e1a92d268ba6bb4c55c839	VIEW-GET-02	CLUSTER_RUST_SURFACES_SELECTOR	57d778b58b5c8ebb0d2573583eaed758fc868d922c5fb3397eb99241a9b0f6c9	1	96f78232695005ca4721cc7c47dd8dab6d2c0516c3ebbcff524c718a40dde3e9	SELECTOR_CLAUSE	slice::get_mut	57d778b58b5c8ebb0d2573583eaed758fc868d922c5fb3397eb99241a9b0f6c9	1e9adcd3251c01fa34516de2e056a234618ef7ae8659efdd317829e54cb5fd60	F-DENSE	DENSE-VIEW-GET-UNIQ	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:5e5503c0a37c55a77b87ef731f1ad431c39cd60ff1c40db6f1a4a7405b8db82a	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:5e5503c0a37c55a77b87ef731f1ad431c39cd60ff1c40db6f1a4a7405b8db82a	DENSE-SELECTOR-EXPANSION-v4-CLOSED
7ded8c720950528579861f74dfcb57d704ae80cd365de1af8b0a465e63e237d2	VIEW-GET-02	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	3b614114871a6cc10f7057e733c63c22ff3f919f252d02ac49ba7df32471b3d9	1	5139df88486d0792f3a62d38f0197e5dc54bfe68e2896f75d1dfd25346fdd685	SELECTOR_CLAUSE	Safe checked access	3b614114871a6cc10f7057e733c63c22ff3f919f252d02ac49ba7df32471b3d9	NONE	F-DENSE	DENSE-VIEW-GET-UNIQ	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:c411f520dd1dd659837659d86c2998708afcbb7af2c9b3fec7c12d4423360db0	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:c411f520dd1dd659837659d86c2998708afcbb7af2c9b3fec7c12d4423360db0	DENSE-SELECTOR-EXPANSION-v4-CLOSED
06d78fc6b0ac064d7c7fdbd5b204be60c40435f00b777cc2c8686a824ba14d58	VIEW-GET-02	CLUSTER_SOURCE_REFS_SELECTOR	7ab37066bca79c45215d37066a2727f576bc5664be92498dc12fd442e06dbb6b	1	d278be1c60d71102b95c8fcfdf353b546418b2a3d73480cde32b825826e8a5c4	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice member=get_mut	5b6a855e9ada57072e51cb9891a7ce941d2f0bdaeadf10d62244f476d87c5ed8	NONE	F-DENSE	DENSE-VIEW-GET-UNIQ	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:b6aef84f8512a1388eeff819375a5a2c2d728df5365042823637ae8640529bc1	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:b6aef84f8512a1388eeff819375a5a2c2d728df5365042823637ae8640529bc1	DENSE-SELECTOR-EXPANSION-v4-CLOSED
06d78fc6b0ac064d7c7fdbd5b204be60c40435f00b777cc2c8686a824ba14d58	VIEW-GET-02	CLUSTER_SOURCE_REFS_SELECTOR	7ab37066bca79c45215d37066a2727f576bc5664be92498dc12fd442e06dbb6b	2	1c46fa7fd184bd84ab87251fcbce1f30bead7edee355a13815960ea2b7a77d69	SELECTOR_CLAUSE	src/core/slice/mod.rs.html#599	bf3167a3b005f21504e3c375f96a27eda890b60569a5d57733782d7e8574648b	NONE	F-DENSE	DENSE-VIEW-GET-UNIQ	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:c712f935153df0f860d27fdd41c67efdf26e3ed51ef650d44706528c23818c29	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:c712f935153df0f860d27fdd41c67efdf26e3ed51ef650d44706528c23818c29	DENSE-SELECTOR-EXPANSION-v4-CLOSED
8ab1ef7e56e7269c64c81b588e66bb343f6404d278591dd1ab134d69a6ca880c	VIEW-END-01	CLUSTER_RUST_SURFACES_SELECTOR	2c9e6e7db76461bb91eaddbce5bcfd20c54ffd30482220fa14ab15678dcaeec8	1	488f27af4ae78dca924d2022d78bf5de2a474142e6e88232281ac3e19bc7446d	SELECTOR_CLAUSE	slice::first	73c98831219ae120f789e8c769be1e9cc8f21c5153af2f584bdbeeb84270945e	5b227ebf316bd38db865d7b43ba14db1660473dc93f958e44528390d2509149c	F-DENSE	DENSE-VIEW-END	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:706a07f7491109145e5ef6f2d639212eb3d3e3a516622b4b1679850d3a7e32b5	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:706a07f7491109145e5ef6f2d639212eb3d3e3a516622b4b1679850d3a7e32b5	DENSE-SELECTOR-EXPANSION-v4-CLOSED
8ab1ef7e56e7269c64c81b588e66bb343f6404d278591dd1ab134d69a6ca880c	VIEW-END-01	CLUSTER_RUST_SURFACES_SELECTOR	2c9e6e7db76461bb91eaddbce5bcfd20c54ffd30482220fa14ab15678dcaeec8	2	26df95c6dbc2f37cf36bbda1daf22d145c362bca12a961f2d421e2c18b00a8ab	SELECTOR_CLAUSE	slice::last	0e67cb06ea89ee4a119a85a8f5cb553a9df9fd32212c8adac204b28cd6816b92	a52af19bac59fbb7c07ea1bb9ec89517785c3a2e84fbe1297d5faf0f0bf71624	F-DENSE	DENSE-VIEW-END	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:c37b39a09cdda9667513bccb25d667f5c3dc72a246622a50e53bfa8456c957ae	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:c37b39a09cdda9667513bccb25d667f5c3dc72a246622a50e53bfa8456c957ae	DENSE-SELECTOR-EXPANSION-v4-CLOSED
