schema_version	contract_id	member_contract_id	outcome_id	cluster_id	policy_variant_id	profile_id	status	evidence_identity_ids	trigger	pre_state	offered_owners	behavior_call_count_order_effects	commitment_point	post_state	result_owners	returned_owners	retained_owners	destroyed_owners	allocation_disposition	borrow_invalidation	fact_invalidation	normal_exit_cleanup	pre_abort_invariant	resource_ceiling	capability_ids	payload_branch_ids	scenario_ids	commit_phase	owners_before	owners_after	allocation_before	allocation_after	borrows_before	borrows_after	facts_before	facts_after	behavior_calls	result_schema	state_equation	member_declaration_sha256	owner_role_foreign_key	stored_borrow_route_ids	od4_policy_options	zst_policy_foreign_key	candidate_execution_authorized
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.CAPACITY_OVERFLOW_TRAP	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	Checked element, byte, or layout arithmetic fails.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRE_ABORT_NO_NORMAL_RESULT	NO_RECOVERABLE_POSTSTATE	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_CREDITED_AFTER_ABORT	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NONE_AFTER_ABORT	ValidDense or the candidate lifecycle's exact partial-state invariant; every owner has one role and no dead slot is accessed before abort.	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	PRE_ABORT_NO_NORMAL_RESULT	DECLARED_PRESTATE_OWNERS=live	NO_RECOVERABLE_POSTSTATE	ALLOCATIONS=declared_prestate	NO_RECOVERABLE_POSTSTATE	BORROWS=declared_prestate	NO_RECOVERABLE_POSTSTATE	FACTS=declared_prestate	NO_RECOVERABLE_POSTSTATE	ZERO	TRAP_OR_ABORT	ValidDense and every partial-state invariant hold immediately before abort; no invalid access precedes abort.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.OOM_ABORT	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	The current allocator reports OOM on a divergent allocation edge.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRE_ABORT_NO_NORMAL_RESULT	NO_RECOVERABLE_POSTSTATE	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_CREDITED_AFTER_ABORT	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NONE_AFTER_ABORT	ValidDense or the candidate lifecycle's exact partial-state invariant; every owner has one role and no dead slot is accessed before abort.	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	PRE_ABORT_NO_NORMAL_RESULT	DECLARED_PRESTATE_OWNERS=live	NO_RECOVERABLE_POSTSTATE	ALLOCATIONS=declared_prestate	NO_RECOVERABLE_POSTSTATE	BORROWS=declared_prestate	NO_RECOVERABLE_POSTSTATE	FACTS=declared_prestate	NO_RECOVERABLE_POSTSTATE	ZERO	TRAP_OR_ABORT	ValidDense and every partial-state invariant hold immediately before abort; no invalid access precedes abort.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	Required capacity is already available.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	VALUE_OR_RANGE_COMMIT	Success moves VALUE exactly once into old len and increments len.	Exactly the ownership-bearing results named here, and no others: Success moves VALUE exactly once into old len and increments len.	Exactly the caller-owned results named by post_state; NONE when post_state names only borrows or scalars.	Pre-state owners not explicitly returned, destroyed, or consumed remain in the exact post_state role; set difference is total and duplicate-free.	Exactly the owners explicitly named destroyed by post_state; NONE otherwise.	ALLOC(BASE')=A0	BORROWS=declared result only	old facts invalid;new facts valid(A0,V1)	The normal branch reaches the declared post_state directly; any earlier normal exit follows the selected candidate lifecycle row, never writer discipline.	NOT_APPLICABLE_NORMAL_RESULT	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	VALUE_OR_RANGE_COMMIT	BASE=live;OFFERED=live	BASE'=live;OFFERED consumed as declared	ALLOC(BASE)=A0	ALLOC(BASE')=A0	BORROWS=none	BORROWS=declared result only	FACTS=valid(A0,V0)	old facts invalid;new facts valid(A0,V1)	ZERO	Ok(BASE', declared result)	Every offered owner has exactly one declared destination.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_GROW	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	All recoverable preparation succeeds before the first destructive commit.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE	Success moves VALUE exactly once into old len and increments len.	Exactly the ownership-bearing results named here, and no others: Success moves VALUE exactly once into old len and increments len.	Exactly the caller-owned results named by post_state; NONE when post_state names only borrows or scalars.	Pre-state owners not explicitly returned, destroyed, or consumed remain in the exact post_state role; set difference is total and duplicate-free.	Exactly the owners explicitly named destroyed by post_state; NONE otherwise.	ALLOC(BASE')=A1;A0 released once	BORROWS=declared result only	old facts invalid;new facts valid(A1,V1)	The normal branch reaches the declared post_state directly; any earlier normal exit follows the selected candidate lifecycle row, never writer discipline.	NOT_APPLICABLE_NORMAL_RESULT	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE	BASE=live;OFFERED=live	BASE'=live;OFFERED consumed as declared	ALLOC(BASE)=A0	ALLOC(BASE')=A1;A0 released once	BORROWS=none	BORROWS=declared result only	FACTS=valid(A0,V0)	old facts invalid;new facts valid(A1,V1)	ZERO	Ok(BASE', declared result)	All old and offered owners reach exactly one post-state role.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.CAPACITY_ERROR_RETURN	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	Checked preparation arithmetic fails before commitment.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRECOMMIT_RECOVERABLE	The complete pre_state is unchanged; no destructive commitment occurred.	The error result owns exactly the error value plus every owner named by returned_owners.	BASE plus every affine owner named in offered_owners; no clone, destruction, or transfer.	Every pre-state owner is returned in its original role.	NONE	ALLOC(BASE)=A0	BORROWS=unchanged	FACTS=unchanged	NONE; precommit state is already valid.	NOT_APPLICABLE_RECOVERABLE_RESULT	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	PRECOMMIT_RECOVERABLE	BASE=live;OFFERED=live	BASE=live;OFFERED=live	ALLOC(BASE)=A0	ALLOC(BASE)=A0	BORROWS=compatible	BORROWS=unchanged	FACTS=valid(A0,V0)	FACTS=unchanged	ZERO	Err(CapacityError, unchanged BASE, every offered affine owner)	BASE1=BASE0; OFFERED1=OFFERED0; allocation root, len, capacity, order, borrows, and facts are unchanged.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.ALLOCATION_ERROR_RETURN	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,90ce13a9b2fdf2983b34a826ee857ba4b777381849f153e8f50167092c40ad8c,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3,edb14f5d7366d40f514e0440dc0cda65e8bcee2b18151ec01f0a6456f6061d29	Allocation fails before commitment.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRECOMMIT_RECOVERABLE	The complete pre_state is unchanged; no destructive commitment occurred.	The error result owns exactly the error value plus every owner named by returned_owners.	BASE plus every affine owner named in offered_owners; no clone, destruction, or transfer.	Every pre-state owner is returned in its original role.	NONE	ALLOC(BASE)=A0	BORROWS=unchanged	FACTS=unchanged	NONE; precommit state is already valid.	NOT_APPLICABLE_RECOVERABLE_RESULT	O(1) amortized; at most one O(len) growth and one allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-PROV,BR-REBORROW,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-GROW-SAME-ADDRESS,S-GROW-MOVED,S-GROW-FAIL,S-NESTED-OWNER,S-ZST-AFFINE	PRECOMMIT_RECOVERABLE	BASE=live;OFFERED=live	BASE=live;OFFERED=live	ALLOC(BASE)=A0	ALLOC(BASE)=A0	BORROWS=compatible	BORROWS=unchanged	FACTS=valid(A0,V0)	FACTS=unchanged	ZERO	Err(AllocationError, unchanged BASE, every offered affine owner)	BASE1=BASE0; OFFERED1=OFFERED0; allocation root, len, capacity, order, borrows, and facts are unchanged.	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	OWNER-ROLE::DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,62abdd6ac91a286965b4cbdece231aa007553f2727b85c3c6beeec1252bc5b45,7d143cd5d4aa0a7227048a3ff1913f1225ea09d9631e59161094e644d18256a1,9c650ee970ae315e94c19df8fd5a2e9185f342a1b374d6462eab59044f1656f3,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3	Required capacity is already available.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	VALUE_OR_RANGE_COMMIT	As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.	Exactly the ownership-bearing results named here, and no others: As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.	Exactly the caller-owned results named by post_state; NONE when post_state names only borrows or scalars.	Pre-state owners not explicitly returned, destroyed, or consumed remain in the exact post_state role; set difference is total and duplicate-free.	Exactly the owners explicitly named destroyed by post_state; NONE otherwise.	ALLOC(BASE')=A0	BORROWS=declared result only	old facts invalid;new facts valid(A0,V1)	The normal branch reaches the declared post_state directly; any earlier normal exit follows the selected candidate lifecycle row, never writer discipline.	NOT_APPLICABLE_NORMAL_RESULT	Same as DENSE-PUSH; no additional allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-REBORROW,BR-PROV,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-BORROW-INVALIDATE,S-GROW-FAIL,S-ZST-AFFINE	VALUE_OR_RANGE_COMMIT	BASE=live;OFFERED=live	BASE'=live;OFFERED consumed as declared	ALLOC(BASE)=A0	ALLOC(BASE')=A0	BORROWS=none	BORROWS=declared result only	FACTS=valid(A0,V0)	old facts invalid;new facts valid(A0,V1)	ZERO	Success(BASE', declared result)	Every offered owner has exactly one declared destination.	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	OWNER-ROLE::DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.SUCCESS_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,62abdd6ac91a286965b4cbdece231aa007553f2727b85c3c6beeec1252bc5b45,7d143cd5d4aa0a7227048a3ff1913f1225ea09d9631e59161094e644d18256a1,9c650ee970ae315e94c19df8fd5a2e9185f342a1b374d6462eab59044f1656f3,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3	Growth arithmetic succeeds and divergent allocation succeeds.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY	As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.	Exactly the ownership-bearing results named here, and no others: As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.	Exactly the caller-owned results named by post_state; NONE when post_state names only borrows or scalars.	Pre-state owners not explicitly returned, destroyed, or consumed remain in the exact post_state role; set difference is total and duplicate-free.	Exactly the owners explicitly named destroyed by post_state; NONE otherwise.	ALLOC(BASE')=A1;A0 released once	BORROWS=declared result only	old facts invalid;new facts valid(A1,V1)	The normal branch reaches the declared post_state directly; any earlier normal exit follows the selected candidate lifecycle row, never writer discipline.	NOT_APPLICABLE_NORMAL_RESULT	Same as DENSE-PUSH; no additional allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-REBORROW,BR-PROV,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-BORROW-INVALIDATE,S-GROW-FAIL,S-ZST-AFFINE	NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY	BASE=live;OFFERED=live	BASE'=live;OFFERED consumed as declared	ALLOC(BASE)=A0	ALLOC(BASE')=A1;A0 released once	BORROWS=none	BORROWS=declared result only	FACTS=valid(A0,V0)	old facts invalid;new facts valid(A1,V1)	ZERO	Success(BASE', declared result)	All old and offered owners reach exactly one post-state role.	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	OWNER-ROLE::DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.CAPACITY_OVERFLOW_TRAP	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,62abdd6ac91a286965b4cbdece231aa007553f2727b85c3c6beeec1252bc5b45,7d143cd5d4aa0a7227048a3ff1913f1225ea09d9631e59161094e644d18256a1,9c650ee970ae315e94c19df8fd5a2e9185f342a1b374d6462eab59044f1656f3,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3	Checked element, byte, or layout arithmetic fails.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRE_ABORT_NO_NORMAL_RESULT	NO_RECOVERABLE_POSTSTATE	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_CREDITED_AFTER_ABORT	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NONE_AFTER_ABORT	ValidDense or the candidate lifecycle's exact partial-state invariant; every owner has one role and no dead slot is accessed before abort.	Same as DENSE-PUSH; no additional allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-REBORROW,BR-PROV,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-BORROW-INVALIDATE,S-GROW-FAIL,S-ZST-AFFINE	PRE_ABORT_NO_NORMAL_RESULT	DECLARED_PRESTATE_OWNERS=live	NO_RECOVERABLE_POSTSTATE	ALLOCATIONS=declared_prestate	NO_RECOVERABLE_POSTSTATE	BORROWS=declared_prestate	NO_RECOVERABLE_POSTSTATE	FACTS=declared_prestate	NO_RECOVERABLE_POSTSTATE	ZERO	TRAP_OR_ABORT	ValidDense and every partial-state invariant hold immediately before abort; no invalid access precedes abort.	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	OWNER-ROLE::DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
dense-contract-registry-v1	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.OOM_ABORT	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	56c1de19c3dac38df888a5715dad50377d380ef64be7f71944beb770aad2e1c9,62abdd6ac91a286965b4cbdece231aa007553f2727b85c3c6beeec1252bc5b45,7d143cd5d4aa0a7227048a3ff1913f1225ea09d9631e59161094e644d18256a1,9c650ee970ae315e94c19df8fd5a2e9185f342a1b374d6462eab59044f1656f3,ae6903e7cc72d44a1957b1d983148b28c999da7e3e8cdbb4eed12bfd3223aca3	The current allocator reports OOM on a divergent allocation edge.	BASE is valid; VALUE is owned; no incompatible borrow is live.	BASE owner; VALUE owner	ZERO Outcome branch calls: ZERO.	PRE_ABORT_NO_NORMAL_RESULT	NO_RECOVERABLE_POSTSTATE	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_NO_NORMAL_RESULT	NONE_CREDITED_AFTER_ABORT	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NO_RECOVERABLE_POSTSTATE	NONE_AFTER_ABORT	ValidDense or the candidate lifecycle's exact partial-state invariant; every owner has one role and no dead slot is accessed before abort.	Same as DENSE-PUSH; no additional allocation.	ST-DENSE,EX-NORMAL,EX-ABORT,AB-SEAL,AB-GENERIC,OW-INIT,OW-RELOCATE,OW-DROP,FL-ARITH,FL-ALLOC,BR-INVALIDATE,BR-REBORROW,BR-PROV,BR-RESULT,EX-ABANDON,FL-ATOMIC,FL-CAPACITY,FT-STATE,ST-AOS,ST-HOLE	BORROW_BEARING_STORED_TRANSITION	S-PUSH-FAIL,S-BORROW-INVALIDATE,S-GROW-FAIL,S-ZST-AFFINE	PRE_ABORT_NO_NORMAL_RESULT	DECLARED_PRESTATE_OWNERS=live	NO_RECOVERABLE_POSTSTATE	ALLOCATIONS=declared_prestate	NO_RECOVERABLE_POSTSTATE	BORROWS=declared_prestate	NO_RECOVERABLE_POSTSTATE	FACTS=declared_prestate	NO_RECOVERABLE_POSTSTATE	ZERO	TRAP_OR_ABORT	ValidDense and every partial-state invariant hold immediately before abort; no invalid access precedes abort.	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	OWNER-ROLE::DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	NONE	NOT_APPLICABLE	OD-3-INCLUDE-ZST,OD-3-DEFER-ZST	NO
