contract_id	capability_ids	current_route	status_code	ordinary_library_derivation_sketch	ownership_exit_drop_argument	asymptotic_argument	structural_costs_and_pathology	fact_channels_and_invalidators	negative_canaries	family_lock_or_deferral	evidence_refs
RANGE-VALUE-TO-INCLUSIVE-01	OW-DROP,EX-NORMAL,AB-GENERIC	Current capability gap: X generically; an equivalent concrete record is expressible.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires OW-DROP,EX-NORMAL,AB-GENERIC, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock. Validity on every normal exit remains an independent obligation.	Input: Own last endpoint. Success: Plain unbounded-below descriptor (-infinity,last]. Rust failure evidence: No construction failure; dropping or abandoning the descriptor drops last exactly once. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: Public one-field value; construction grants no ordering or bounds fact. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; exercise equality, incomparable bounds, endpoint overflow, and exact comparison order where applicable.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::range::RangeToInclusive; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-VALUE-TO-INCLUSIVE-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-DROP,EX-NORMAL,AB-GENERIC
RANGE-CONTAINS-TO-INCLUSIVE-01	EX-ABORT,BR-PROV,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC	Current capability gap: X generically; concrete integer test is expressible.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires EX-ABORT,BR-PROV,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock. Memory-safe abort edges remain an independent obligation.	Input: Shared borrow of descriptor and item. Success: True exactly when item <= last. Rust failure evidence: One partial-order call; incomparable values return false; invoked-behavior trap aborts under EFF-4. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) plus one comparison. A stronger-cost simulation does not cover this contract.	Preserve: Includes last and has no lower bound. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without reading invalid state; exercise equality, incomparable bounds, endpoint overflow, and exact comparison order where applicable.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::range::RangeToInclusive member=contains; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-CONTAINS-TO-INCLUSIVE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABORT,BR-PROV,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC
RANGE-BOUND-VALUE-01	OW-DROP,EX-NORMAL,AB-GENERIC	Current capability gap: X as a general ordinary-library algebraic value.	X	No ordinary no-unsafe xlang library currently derives the complete generic three-variant bound contract; exact payload ownership and generic instantiation remain unresolved until the range/value lock. Validity on every normal exit remains an independent obligation.	Input: Own T only for Included or Excluded. Success: Identical three-way bound descriptor. Failure/exit: Construction is total; moving transfers the bounded payload and drop destroys exactly one bounded payload or none for Unbounded. Every reachable owner is valid on every normal exit.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve the exact variant without allocation, placeholder payloads, hidden Copy/Clone, or representation privilege; account tag, payload, moves, drops, branches, and code size.	No optimizer fact channel is required; a bound value grants no container-bounds or initialization fact. Facts-off retains identical semantics.	verify exact live-value drops and zero dead-state drops; exercise every variant, affine payload move, and abandonment.	Unresolved: range/value, ownership-transition, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUND-VALUE-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-DROP,EX-NORMAL,AB-GENERIC
RANGE-BOUND-BORROW-01	BR-PROV,BR-RESULT,AB-GENERIC	Current capability gap: X; generic result-reborrow is absent.	X	An ordinary no-unsafe library needs owner-tied borrow provenance, result-reborrow provenance, and generic instantiation to produce Bound<&T> without moving or cloning the payload; the exact public route is unresolved.	No payload owner transfers. Input: Shared borrow of Bound<T>. Success: Same variant with an owner-tied payload borrow only when bounded. Failure/exit: Total; source remains valid and unchanged. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1), zero allocation. A stronger-cost simulation does not cover this contract.	Preserve the exact variant and payload address; reject copied payloads, runtime owner lookup, heap wrappers, or a stronger-cost simulation.	Provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise all variants; reject an escaping or retargeted payload borrow and any payload move/clone.	Unresolved: range/value and access/reborrow prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound member=as_ref; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUND-BORROW-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:BR-PROV,BR-RESULT,AB-GENERIC
RANGE-BOUND-CLONE-01	OW-CLONE,OW-DROP,EX-NORMAL,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC	Current capability gap: X; general Clone behavior and bound values are absent.	X	An ordinary no-unsafe library needs explicit cloning, exact destruction, abort-safe behavior containment, static behavior dispatch, and generic instantiation to clone exactly one bounded referent without hidden Copy or materialization. Memory-safe abort edges remain an independent obligation. The route additionally requires validity on every normal exit. Validity on every normal exit remains an independent obligation.	Input: Consume Bound<&T>. Success: Same variant owning one cloned T only when bounded. Rust failure evidence: Clone is called once for Included/Excluded and zero times for Unbounded; a Clone trap aborts under EFF-4. Every moved or cloned value reaches one owner; normal exits drop no extra payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties. The bounded borrowed endpoint value is the Clone source; Unbounded performs no call. Clone source-effect contract: each normal Clone call maps one valid pre-source owner to a valid post-source owner plus one valid result under the joint declared source-effect and result-provenance relations. The same source shell remains valid, but its internal leaf map need not: surviving source leaves keep roots, every ended leaf ends once, every new source or result leaf is relation-authorized, and a unique leaf moved to the result ends in the source before result liveness and is never live in both. Repeated calls use the preceding post-source state rather than a frozen original map.	Required bound: O(1) plus zero or one Clone(T). A stronger-cost simulation does not cover this contract.	Preserve the exact variant with zero allocation beyond Clone's declared effects; count clone calls, payload traffic, drops, branches, and code size; reject hidden Copy or dynamic dispatch.	No optimizer fact channel is required; Clone behavior may not mint validity or alias facts. Facts-off retains identical semantics. Temporary source views, receiver or field addresses, destination/container storage, and call frames mint no root unless the declared result relation names actual storage. A broken Clone law cannot weaken ownership, provenance, initialization, destruction, or fact-channel safety.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state; verify zero calls for Unbounded. Use the compiled clone source-effect, helper, and repeat_n canaries to exercise source root replacement, unique transfer, repeated-call post-source chaining, exact old-leaf disposition, and rejection of temporary roots or duplicate unique authority.	Unresolved: range/value, behavior, ownership-transition, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound member=cloned; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUND-CLONE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-CLONE,OW-DROP,EX-NORMAL,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562; library/core/src/ops/range.rs:785-811. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries
RANGE-BOUND-MAP-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC	Current capability gap: X; owning one-shot behavior calls and generic bound values are absent.	X	An ordinary no-unsafe library needs affine move-out, exact destruction, abort-safe invoked behavior, static/stateful behavior calls, and generic instantiation to map a bounded payload once while preserving its variant. Memory-safe abort edges remain an independent obligation. The route additionally requires validity on every normal exit. Validity on every normal exit remains an independent obligation.	Input: Consume Bound<T> and FnOnce(T)->U. Success: Same variant with one mapped U only when bounded. Rust failure evidence: behavior is called once for Included/Excluded and zero times for Unbounded; a behavior trap aborts under EFF-4. Every input and output has one owner on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties. The FnOnce environment is a distinct owner: Included and Excluded consume it in exactly one invocation, while Unbounded invokes it zero times and destroys it unused; T, U, and environment disposition are never unioned.	Required bound: O(1) plus zero or one behavior call. A stronger-cost simulation does not cover this contract.	Preserve the exact variant without intermediate collection, heap adapter, hidden clone, or indirect call; count calls, payload traffic, drops, branches, and code size.	No optimizer fact channel is required; behavior results may not forge storage validity. Facts-off retains identical semantics. Callable-capture leaves preserve their external roots. A borrow-bearing U may use only input-T, callable-capture, or static provenance authorized by the callable result relation; it never derives from Bound storage, the environment object, or a temporary call reborrow.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state; verify zero calls for Unbounded and exact affine disposition. Use a drop-tracked FnOnce with a captured external borrow; require exactly one call on Included/Excluded, zero calls plus one unused-environment destruction on Unbounded, and reject double disposition, capture retargeting, or wrong-source U provenance.	Unresolved: range/value, behavior, ownership-transition, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound member=map; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUND-MAP-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC
RANGE-LEGACY-HALFOPEN-STATE-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X; concrete integer loops do not establish the generic stateful cursor contract.	X	No ordinary no-unsafe xlang library currently derives the complete generic legacy [start,end) value/cursor. It needs affine progress, exact abandonment, checked Step behavior, owning traversal, and reusable composition without intermediate materialization. Validity on every normal exit remains an independent obligation. Safe protocol abandonment remains an independent obligation. Memory-safe abort edges remain an independent obligation.	Input: Own start and end. Success: Public stateful cursor yields current start once and advances until fused end exclusion. Rust failure evidence: internal Step or overflow may trap; Rust's profile-dependent overflow is evidence, not xlang semantics. Abandonment drops remaining state exactly once. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties. First or repeated terminal None runs no cleanup and retains valid endpoint state and every endpoint borrow root until cursor destruction; only destruction drops that retained state exactly once.	Required bound: O(1) construction, O(1) Step per next, and O(distance) full traversal when finite. A stronger-cost simulation does not cover this contract.	Preserve public start/end state and direct one-pass progress; reject intermediate materialization, per-item allocation, indirect Step calls, hidden Clone, or a core::range plain-descriptor substitution.	No optimizer fact channel is required; advisory size metadata and fused state never authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state; exercise empty/equal/reversed ranges, endpoint overflow, fusion, and abandonment. Keep borrow-bearing endpoints live through first and repeated terminal None, then destroy the cursor; reject endpoint destruction, provenance release, or hidden repair at None.	Unresolved: iteration/range, behavior, ownership-transition, cursor, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Range; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-LEGACY-HALFOPEN-STATE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE
RANGE-BOUNDS-PROTOCOL-01	EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC	Current capability gap: X; complete static behavior and result-reborrow paths are absent.	X	An ordinary no-unsafe library needs receiver-region-bounded endpoint results, exact physical provenance, static direct behavior calls, and generic instantiation to expose Included, Excluded, or Unbounded without copying Rust's trait mechanism. Owned-endpoint implementations project receiver fields; reference-endpoint implementations preserve a pre-existing external root while shortening the result region to the receiver borrow. The selected member additionally requires the general effectful runtime-behavior boundary and a direct monomorphized zero-runtime-tax call.	No payload owner transfers. Input: Shared receiver. Success: start_bound or end_bound returns the exact Bound<&T> whose region is bounded by the receiver borrow. For an owned endpoint the physical root is a receiver field; for Range<&T> and tuple Bound<&T> implementations the physical root remains the pre-existing external referent. Failure/exit: Total for a valid implementation; broken behavior laws remain contained logic errors and do not freeze the shared receiver's internal leaf map. The operation drops no payload and no result may outlive either its receiver region or its external provenance root. Every selected runtime behavior call is effectful by default, including a call through a shared receiver. On normal return every nonconsumed outer owner remains valid, while the declared behavior-effect and result-provenance relations jointly account every surviving, ended, moved, and newly live leaf. A surviving leaf keeps its exact root, an ended leaf ends once, a moved unique leaf ends at its source before destination or result liveness and is never live in both, and every new leaf is relation-authorized. Repeated calls consume the preceding post-state. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Each RangeBounds call is a runtime shared-receiver effect: the same nonconsumed outer descriptor owner remains valid on normal return, but its internal leaves may end, be replaced, or move only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and a unique transfer ends in the descriptor before destination liveness. Each later call consumes the preceding post-descriptor state. Rust failure evidence: any selected user-defined behavior may panic at an invocation; xlang imports only the memory-safe call boundary and translates a trap to EFF-4 abort without unwind cleanup.	Required bound: O(1) per canonical bound query. A stronger-cost simulation does not cover this contract.	Preserve endpoint kind and direct monomorphized call; reject heap wrappers, runtime owner lookup, dynamic dispatch on the canonical path, or minting a container-bounds fact. Require the direct monomorphized path with no vtable, indirect-call, dynamic-dispatch metadata, or runtime branch tax.	Result-region facts expire with the receiver borrow. Physical provenance remains either the owned endpoint field or the pre-existing external root and expires when that root dies; writer behavior cannot mint optimizer facts. Facts-off retains checks and identical semantics. Temporary receiver reborrows, receiver or field addresses, container storage, and call frames mint no root unless the declared result relation identifies actual returned storage. Broken logical laws cannot weaken ownership or provenance or mint occupancy, liveness, uniqueness, disjointness, refinement, or check-elision facts. Absent a declared relation or verified-body proof, infer no purity, idempotence, repeatability, leaf-map preservation, call elision, duplication, common-subexpression elimination, fusion, or reordering. A temporary descriptor receiver, field address, or call frame mints no physical root. An endpoint result region is receiver-bounded while its physical root independently remains the actual receiver field or a declared pre-existing external/static root. Broken RangeBounds laws mint no bounds, occupancy, liveness, provenance, disjointness, or check-elision fact.	Exercise every bound kind, both methods, owned endpoints, Range<&T>, and tuple Bound<&T>; reject wrong endpoint kind, a receiver-field root substituted for an external root, a result escaping either lifetime, or any trusted writer assertion. Use a shared-receiver behavior that swaps roots and transfers one unique leaf; accept only the declared transition, reject simultaneous unique liveness or a temporary receiver/address/frame root, and reject call elision, duplication, common-subexpression elimination, fusion, or reordering without a stronger proof. Use a RangeBounds receiver whose internal roots change across calls; require call i + 1 to observe call i's post-state and reject a frozen receiver map or invented endpoint root. Trap/fail the invoked behavior at every applicable call index without reading invalid state.	Unresolved: range/value, access/reborrow, behavior, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeBounds members=start_bound,end_bound; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUNDS-PROTOCOL-01; pinned Rust 1.97.0 library/core/src/ops/range.rs RangeBounds implementations for owned endpoints, Range<&T>, and (Bound<&T>,Bound<&T>); CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC. spec/kernel-spec-v0.6.md [EFF-4]. compiled temporary xlang_behavior_receiver_effects canary
RANGE-BOUNDS-CONTAINS-01	EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC	Current capability gap: X; generic range behavior and returned-bound borrows are absent.	X	An ordinary no-unsafe library needs safe endpoint result borrows, invoked-behavior containment, static direct calls, and generic instantiation to implement the exact lower-first short-circuit query without intermediate materialization. Memory-safe abort edges remain an independent obligation.	Input: Shared receiver and item. Success: Exact lower-and-upper containment result. Rust failure evidence: start_bound is called once; a failed lower test skips end_bound; otherwise end_bound is called once, with at most two exact-direction comparisons. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties. Each RangeBounds call is a runtime shared-receiver effect: the same nonconsumed outer descriptor owner remains valid on normal return, but its internal leaves may end, be replaced, or move only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and a unique transfer ends in the descriptor before destination liveness. Each later call consumes the preceding post-descriptor state.	Required bound: O(1) plus two bound queries and at most two comparisons. A stronger-cost simulation does not cover this contract.	Preserve call/comparison order and short-circuiting; reject eager end query, reversed comparison direction, intermediate collection, indirect canonical calls, or unchecked law assumptions.	Provenance facts remain tied to the receiver and expire on incompatible mutation or owner death; writer comparisons mint no optimizer fact. Facts-off retains checks and identical semantics. A temporary descriptor receiver, field address, or call frame mints no physical root. An endpoint result region is receiver-bounded while its physical root independently remains the actual receiver field or a declared pre-existing external/static root. Broken RangeBounds laws mint no bounds, occupancy, liveness, provenance, disjointness, or check-elision fact.	trap/fail the invoked behavior at every call index without reading invalid state; exercise all bound-kind pairs, lower short-circuit, incomparable values, and exact call counts. Use a RangeBounds receiver whose internal roots change across calls; require call i + 1 to observe call i's post-state and reject a frozen receiver map or invented endpoint root.	Unresolved: iteration/range, access/reborrow, behavior, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeBounds member=contains; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-BOUNDS-CONTAINS-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC
RANGE-LEGACY-FROM-STATE-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X; explicit concrete loops do not establish the generic unbounded cursor contract.	X	No ordinary no-unsafe xlang library currently derives the complete generic legacy [start,infinity) value/cursor. It needs affine progress, exact abandonment, checked Step overflow semantics, and reusable composition without intermediate materialization. Validity on every normal exit remains an independent obligation. Safe protocol abandonment remains an independent obligation. Memory-safe abort edges remain an independent obligation.	Input: Own start. Success: Stateful cursor yields current start and advances without a normal finite exhaustion promise. Rust failure evidence: Step/overflow behavior is type/profile dependent in Rust and must be frozen for xlang; abandonment drops current state exactly once. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) construction and O(1) Step per demanded item; complete traversal is intentionally unbounded. A stronger-cost simulation does not cover this contract.	Preserve public mutable start state and direct one-pass progress; reject intermediate materialization, per-item allocation, indirect Step calls, hidden Clone, or a false finite/exact-size promise.	No optimizer fact channel is required; advisory size metadata never authorizes unchecked access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state; exercise endpoint overflow, unbounded progress, and abandonment.	Unresolved: iteration/range, behavior, ownership-transition, cursor, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeFrom; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-LEGACY-FROM-STATE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE
RANGE-VALUE-FULL-01	AB-GENERIC	Unproved current subset: a concrete unit value is expressible, but the generic range/index contract is unproved.	U	A zero-payload value is expressible, but no ordinary generic range/index abstraction currently derives the complete unbounded descriptor contract; no full route is claimed.	No payload owner transfers. Input: No endpoint payload. Success: The .. descriptor. Failure/exit: Total; move, copy, drop, and abandonment affect no payload.	Required bound: O(1), zero allocation. A stronger-cost simulation does not cover this contract.	Preserve zero-payload semantics without implying iteration or container-bounds authority; reject heap wrappers, hidden fields required only by stronger ranges, or a stronger-cost simulation.	No optimizer fact channel is required; RangeFull grants no bounds proof. Facts-off retains identical semantics.	exercise move/copy/drop and full-range indexing separately; reject an iterable interpretation or forged bounds fact.	Unresolved: range/value and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeFull; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-VALUE-FULL-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:AB-GENERIC
RANGE-LEGACY-INCLUSIVE-STATE-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X; no generic endpoint-once cursor with explicit exhaustion state exists.	X	No ordinary no-unsafe xlang library currently derives the legacy closed descriptor/double-ended cursor. It needs private exhaustion state, affine progress, exact abandonment, checked Step behavior, and reusable composition without intermediate materialization. Validity on every normal exit remains an independent obligation. Safe protocol abandonment remains an independent obligation. Memory-safe abort edges remain an independent obligation.	Input: Own start and end; construction sets exhausted=false. Success: Cursor yields each admitted endpoint once, supports exact crossing, and records permanent exhaustion. Rust failure evidence: Step/comparison behavior may trap; abandonment drops remaining state exactly once. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties. First or repeated terminal None runs no cleanup and retains valid endpoint state and every endpoint borrow root until cursor destruction; only destruction drops that retained state exactly once.	Required bound: O(1) construction, O(1) Step per end operation, and O(distance+1) full traversal when finite. A stronger-cost simulation does not cover this contract.	Preserve private exhausted state and direct endpoint-once traversal; reject a plain core::range descriptor substitution, end+1 overflow, intermediate collection, per-item allocation, or indirect Step calls.	No optimizer fact channel is required; exhausted/exact-size metadata never authorizes unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state; exercise equal/reversed endpoints, mixed-end crossing, exhaustion, overflow, and abandonment. Keep borrow-bearing endpoints live through first and repeated terminal None, then destroy the cursor; reject endpoint destruction, provenance release, or hidden repair at None.	Unresolved: iteration/range, behavior, ownership-transition, cursor, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive item/new; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-LEGACY-INCLUSIVE-STATE-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE
RANGE-LEGACY-INCLUSIVE-CONTAINS-01	EX-ABORT,BR-PROV,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC	Current capability gap: X; generic comparison behavior plus legacy exhaustion state are absent.	X	An ordinary no-unsafe library needs safe private exhaustion state, owner-tied borrows, invoked-behavior containment, static direct calls, and generic instantiation to implement the exact query. Memory-safe abort edges remain an independent obligation.	Input: Shared cursor and item. Success: False when exhausted; otherwise start<=item and item<=end. Rust failure evidence: exhaustion skips comparisons; otherwise lower comparison precedes and may short-circuit the upper comparison; incomparable values return false. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) plus at most two comparisons. A stronger-cost simulation does not cover this contract.	Preserve exhaustion and comparison short-circuit order; reject reading unspecified endpoints as original values, eager/reversed comparisons, indirect canonical calls, or unchecked law assumptions.	Provenance facts remain tied to the cursor; private exhaustion is ordinary value state, not a forgeable optimizer fact. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without reading invalid state; exercise exhausted, equal, reversed, incomparable, and both comparison short-circuits.	Unresolved: iteration/range, behavior, access, and generic-abstraction prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive member=contains; RUST-DATA-CONTRACT-CENSUS.tsv:RANGE-LEGACY-INCLUSIVE-CONTAINS-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABORT,BR-PROV,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC
